,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 4,ATAC private topic 5,ATAC private topic 7,ATAC private topic 8,ATAC private topic 9,ATAC private topic 10
chr13-8995642-8996507,-0.09289634,0.45479125,-0.3057179,-0.19879887,-0.45478225,0.6444935,0.21129955,0.67478484,0.20543797,-0.20237279,0.0677272,-0.35881266,-0.41567045,0.06415966,-0.039869297,-0.048159678,0.654785,-0.024973305,-0.116816916
chr13-10358426-10359097,0.076537505,-1.1684389,1.1019979,-1.4236904,-0.6639761,-0.7294631,-1.3777081,-0.13099347,1.4614303,0.45811322,-0.120968245,-0.37367886,-0.574724,-0.10989888,0.0042478275,0.06862089,-0.19525154,-0.5281062,0.57507527
chr13-12105683-12106592,0.22339538,-0.5546744,-0.15527904,0.55742204,0.09223804,-0.59875077,0.13655858,-0.4838691,0.33972958,-0.25706416,0.14154543,-0.53585654,0.27837256,-0.16804962,0.028981496,-0.004220498,-0.9658658,-0.021412084,-0.07928384
chr13-12333793-12334515,1.7179962,-0.95813495,-0.67342305,0.9945748,-0.28498343,-1.3440182,1.4430276,-1.1632746,-1.0683492,-0.5991043,-0.26269305,-0.12448241,0.9112846,-0.6325019,-0.18857789,-0.34356946,-0.78467077,0.21675193,-0.42412886
chr13-12649952-12650742,0.19613928,0.5115534,-0.20842537,-0.11147574,-0.104381084,0.27366823,0.015921045,0.41096196,-0.17432417,-0.024047572,-0.087755494,0.55543846,0.086811975,0.0335997,0.0024801563,-0.07404539,0.31381816,-0.14135137,-0.13502158
chr13-13393157-13393961,-0.066409305,0.28100052,-0.45655307,0.07796619,0.026793,0.32477978,0.13365066,0.23475294,-0.20691009,-0.037947766,-0.012484609,-0.07348973,-0.02667312,0.027258703,0.0059512313,-0.016214395,0.05221787,-0.022275483,-0.029954094
chr13-13783981-13784797,0.04412929,-0.3606415,0.0057689757,0.09233051,0.35379663,0.42346942,0.020639906,-1.1289238,-0.02620389,0.16937861,0.023394827,-0.42592096,0.024798008,-0.2649445,-0.0040755016,0.0018569304,-0.4892955,-0.03463914,0.038694456
chr13-14629855-14630742,-0.3774843,0.3708218,-0.2658113,0.031341262,0.037817776,0.108599566,0.16269536,0.31712213,0.11567944,0.18398368,-0.115665115,0.20724651,-0.032296423,-0.5497514,-0.0014321543,-0.01446719,0.5390726,-0.01720757,0.019539395
chr13-16011881-16012701,0.4158957,0.3850259,0.09416331,0.24780089,-0.28533217,-0.02198006,0.32558274,-0.49363798,-0.48125145,-0.5771643,0.0344505,0.4633176,-0.030921781,0.048280366,-0.05921368,-0.0110651115,-0.61104447,0.18093288,-0.046635017
chr13-17992798-17993625,0.11431881,0.3197349,-0.028449737,0.043005485,-0.15543823,0.2333816,-0.15555118,0.53426903,-0.004601177,-0.08433283,-0.007874241,-0.1459619,-0.1297483,0.06626972,0.00068337895,-0.014370264,0.32819575,0.0016032116,-0.06230135
chr13-19618991-19619793,-0.29705238,-0.3593907,-0.21855476,-0.15438764,0.22917399,0.52208334,-0.03598801,-0.16144103,0.092353456,-0.06842168,-0.05214033,-0.19730665,0.05423256,0.11617356,0.022098556,-0.007334731,-0.5391507,0.045042038,-1.0693376
chr13-20472773-20473536,0.6246907,-0.6135489,0.35768303,0.5979239,-0.19367732,-0.5723313,0.5928776,-1.4761242,0.3664509,-0.38032606,0.04487027,-0.04118957,0.6278437,0.007836155,-0.01820644,-0.026681622,-0.9728713,-0.05628906,0.04455314
chr13-20474538-20474974,0.65207547,-1.1026087,-0.5379322,0.37692738,0.51225156,-1.3339524,0.66906136,-0.8438504,0.41890737,0.0077308193,0.37604758,-0.8152958,0.03427409,0.039431937,-0.12757017,-0.21125075,-0.44960457,0.35612935,-0.17220932
chr13-20475345-20475967,0.83166724,-0.88373584,-0.62069714,0.7932397,0.37902933,-0.72727025,0.6234334,-0.77952236,0.6967798,-0.69266605,-0.13442469,-0.7777668,-0.05232579,0.16238111,-0.07786111,-0.008451297,-1.0028428,0.0524477,-0.3340046
chr13-21215244-21216134,0.20550959,0.7060995,0.4357861,-0.57622886,0.06702795,0.3854448,-1.0575262,0.61732864,-0.24299039,-0.7204054,-0.30619344,0.8763271,-0.5810989,-0.53750336,0.1767565,-0.4295946,-0.17278181,-0.511737,0.7604572
chr13-21233699-21234585,0.29136506,-0.6572885,-0.10227843,0.45263028,-0.12687768,-0.3088872,0.33540106,0.22604008,0.30069458,-0.5499145,-0.0058460077,-0.29805532,-0.063411176,0.091679245,-0.009019937,0.036487825,0.101308085,-0.0036158108,-0.27273187
chr13-21263744-21264680,-1.0051867,-0.7743798,0.6660404,-0.8854081,0.47941536,-0.14249311,0.11437745,-0.6700664,0.3569909,0.7495228,-0.26892373,-0.42468596,-0.0208037,-0.15684985,0.019048993,0.1625842,-0.032757264,0.2117862,-0.035111506
chr13-21321844-21322726,-0.7769015,-0.69327104,0.45229974,0.55089074,-0.2555582,-0.6401535,0.32552496,-0.7810535,0.6512001,0.20494108,0.08848834,-0.70080936,-0.5829963,0.07382077,0.06832092,-0.11339477,-0.39478815,0.25068077,-0.035669193
chr13-21505944-21506851,-0.22267503,0.34329358,0.037147194,-0.08856166,-0.12708125,0.86180943,-0.7723339,0.535315,0.03322892,-0.79626775,-0.0032735318,0.28774986,-0.1812936,0.24402131,-0.011663394,-0.08049304,0.070219524,0.022520885,-0.09555267
chr13-21530580-21531500,0.22248007,0.06862016,-0.007980806,0.158802,-0.28120095,0.52649623,-0.68149793,0.66655624,-0.4056255,0.0215604,-0.117801525,0.5944154,0.049119662,-0.90699935,-0.0065120086,0.04318615,0.22215444,-0.050698306,-0.25023746
chr13-21709898-21710692,-0.15970442,-0.42676145,-0.35266396,0.039615296,0.20595384,0.28333423,0.07796197,0.46598384,-0.061069615,-0.106413715,-0.00517667,-0.17339787,-0.061150145,0.007731022,0.0016590462,-0.006680685,0.37530962,-0.0134018315,0.10927248
chr13-21882484-21883239,0.5485173,-0.40099964,-0.087324634,-0.4911688,0.85117465,-0.6861944,0.46966982,-0.63157916,0.26396987,0.14523405,0.12091129,-0.011335381,0.39455152,-0.47528473,-0.07418637,0.18397006,-0.6956842,-0.14577293,-0.40439808
chr13-22005954-22006787,-1.2115165,-0.58311063,0.9821726,-0.67221767,-1.3754258,0.2384476,-0.70740205,0.23306721,1.1333964,0.8678277,-0.048216633,-0.34228864,-0.4086775,-0.06538467,-0.35766223,-0.006367817,0.58831215,-0.21746235,0.011603658
chr13-23270113-23271042,0.21829876,-1.265966,0.111371115,-0.113535374,0.5176387,-0.12413364,-0.39353222,-1.0225458,1.1212451,-0.06871126,-0.19424075,-0.5220261,0.23823756,0.07517939,0.036674738,-0.05006643,-0.45115155,-0.20703985,-0.35665044
chr13-23306891-23307828,-0.09299776,-0.7952412,0.9392991,-1.2366219,0.20934764,0.1938257,-1.4748583,-1.109284,1.5940981,0.7452427,-0.13287492,-0.46347195,-0.5996929,0.045211524,-0.15891464,-0.12882571,-0.22058707,-0.34293884,-0.42211103
chr13-23312940-23313884,-1.2138242,0.70871073,1.120132,-1.2904968,0.16558787,0.34531394,-1.3868151,-0.011406169,0.61764437,0.35657603,-0.26390585,-0.25747997,-0.50424975,-0.41477698,0.001968938,0.7864155,0.37111908,-0.13285774,-0.34063768
chr13-23412169-23413095,0.49597698,-1.5460627,0.344584,0.35519546,0.15816595,-1.0890366,0.19310991,-0.7691741,0.4704644,0.28319868,0.03974949,-0.67080784,0.00090493186,0.03936244,0.018741332,-0.00065490516,-0.5881114,-0.099928215,-0.06337257
chr13-23423394-23424244,0.208517,-0.07077465,-0.1197767,-0.08639649,-0.19006301,0.6343825,0.04333462,0.55779666,-0.37496033,-0.19404279,-0.052632935,0.09878855,-0.005057673,-0.07483351,0.013756804,-0.045059633,0.31871384,0.029770039,-0.19965826
chr13-23488406-23489322,0.079753295,-0.95856434,0.07844477,-1.1354606,-0.1997287,-0.51974386,0.03366205,0.6517631,0.3677422,0.62131083,0.12702797,-0.3328959,0.079125084,0.057162724,-0.004082542,-0.017983872,-0.5644601,-0.07768102,-0.16155304
chr13-23534897-23535761,0.26254666,-0.6801528,-0.30983046,0.35064337,0.28680384,0.070248105,0.6558531,-0.4061128,-0.07740312,-0.2771783,-0.035135243,-0.51912636,0.053053815,-0.4899053,-0.010732201,-0.025779415,0.17335379,0.15369739,-0.0014941444
chr13-23570934-23571765,0.27714887,0.3489884,-0.2928589,0.30100387,0.057439636,0.21484326,0.5047626,0.22056124,-0.36611545,-0.29895872,0.10803687,0.57106394,-0.35550663,-0.9161498,-0.0047649704,-0.04933574,0.061063346,-0.119146265,-0.6578636
chr13-25115312-25116190,-0.13662148,0.48537365,-0.16846497,-0.50812656,0.1772221,0.17941879,-0.325484,0.7124085,-0.27106246,0.41997626,-0.21950752,0.52941966,-0.08471238,-0.097692765,-0.035228953,-0.070721306,0.27567983,0.09211053,-0.2516913
chr13-28417423-28418027,0.5079163,-0.12186933,0.49166766,-0.17991722,-0.7808197,-0.14716734,0.27505752,-0.17620811,0.5819794,-0.19439244,0.025796123,0.05378685,0.4504575,-0.012330024,-0.021910585,-0.08936027,-0.35235688,-0.1575813,-0.4785187
chr13-28419712-28420437,0.5190405,-0.821476,0.4649206,0.38806215,-0.048177812,-0.74637574,-0.4502664,0.31864232,0.9185696,-0.49216488,-0.021136409,0.15618718,0.18014717,0.02596057,-0.07845743,-0.10642488,0.05158621,0.0036785724,-0.5157798
chr13-28757648-28758566,-0.027973402,0.2862333,0.099596284,-0.23739709,-0.7170569,0.053374678,-0.46457347,0.5823008,0.0010333952,0.30172697,-0.037647482,0.37311038,0.23176718,-0.096918985,-0.016205437,-0.055854768,0.3000874,-0.14531773,0.11279309
chr13-30659662-30660528,0.116228156,0.4102513,0.0068129534,-0.013741982,-0.30100396,0.15338829,0.2846575,0.5990895,-0.0051120673,-0.14022374,0.0417645,0.28109205,0.03812436,-0.72410864,-0.20549238,0.035132445,0.6158654,-0.009710169,-0.9607288
chr13-30748814-30749697,-0.28416705,1.0652076,-0.65037525,-0.5340007,-0.54632026,0.5213821,-0.7854813,1.3487991,-0.8344781,0.5748143,-0.37178156,0.43317303,-0.085888624,-0.5785821,-0.25041988,-0.106024146,1.3850034,-0.5697061,0.017365124
chr13-31810581-31811388,-0.69876724,-0.26845288,-0.6154534,-1.1439929,0.0743302,-0.7353101,-1.3253984,2.197316,-0.9458982,-0.23382835,-0.7096284,1.1026187,-0.32606745,0.74956894,-0.14336556,-0.7446946,1.4355849,-0.636484,-0.78933686
chr13-33935340-33936271,-0.48410225,0.59352964,-0.059336632,-0.046475336,-0.17455226,0.35063678,-0.2447146,0.13533045,0.20923707,0.35210484,0.0024028043,0.17361975,-0.044439953,-0.013902723,-0.013910394,-0.0071686734,0.49626318,-0.020264417,-0.04007098
chr13-34002059-34002872,-0.21340306,0.36390868,-0.52197313,-0.29138333,0.33894208,0.56679404,-0.30158582,0.8153455,-0.030578034,-0.21931125,-0.61665523,0.4361977,0.15272202,0.05423988,-0.2375685,-0.27288383,0.67450875,0.12467001,-0.41975495
chr13-34076481-34077301,-0.40985104,-0.296725,-0.28038654,0.09135975,0.2836422,-0.32499406,0.08149029,-0.13558389,0.13877349,0.08874461,-0.030136824,0.120941505,0.05652753,-0.03420426,0.01679136,-0.012742798,-1.1297752,0.016400998,-0.005146298
chr13-35905648-35906576,-0.14942648,0.70929885,-0.2533644,0.14217703,-0.62862337,0.5494832,0.14513017,0.9661772,-0.47996396,-0.49610144,-0.07126157,-0.15723479,0.50387645,-0.6465046,-0.07334715,-0.42861864,0.6763403,-0.042356353,-0.13557753
chr13-36578459-36579254,-0.9042645,-0.14642037,0.21336548,-0.4313947,0.6743258,0.35045487,0.045221083,-0.40880445,0.1431763,-0.25237012,0.0351708,-0.46230483,-0.033541776,0.29494148,0.02797259,-0.09399834,-0.74858916,-0.015948338,0.11588747
chr13-37452040-37452915,0.34069285,0.13002202,0.09668133,-1.209372,0.06519219,-0.8676183,-0.4367814,0.3716418,0.19028224,0.31297907,-0.03206043,-0.1922585,0.132144,0.120571,0.0051389853,0.19578479,-0.41077805,-0.24168268,-0.25853565
chr13-38204729-38205616,0.100978546,-0.024491992,-0.29535234,0.026950818,-0.19125387,0.8255156,-0.012885645,0.3196597,0.033537727,0.22724524,-0.17195791,0.068816796,-0.2556655,0.05269495,-0.016993072,-0.07966298,0.46926188,0.0020399897,-0.013623561
chr13-39823599-39824553,1.4086277,-0.26405245,-0.52485657,0.84468716,-0.56524575,-1.0164577,0.47680715,-1.0612286,-0.75835776,0.115231566,-0.182641,0.30266842,0.46055678,0.29981595,-0.09513278,-0.3219308,-0.61814165,0.031661548,-0.46318144
chr13-42049213-42050114,-0.9132032,0.5471651,-0.30617267,-1.6463119,-0.17134805,0.5354126,-0.18320994,1.1534723,0.14267252,0.2672729,-0.6932067,0.6673623,-0.40604457,0.05414416,0.035896085,-0.37619492,0.7623759,-0.46945623,-0.4060585
chr13-42684866-42685527,1.1111987,-1.2958381,-0.041452058,0.8240734,0.10495084,-0.7760206,0.4265174,-1.6670121,-0.21592586,0.22140425,0.13028842,-0.5139299,0.23488596,-0.19808424,-0.106116705,-0.30301806,-1.2520195,0.35547337,0.5914529
chr13-43478287-43479078,-0.6423163,-0.45871305,0.150209,0.19303654,0.23977216,0.020794626,0.5473707,-1.0395824,0.40006378,-0.4553573,-0.0535949,-0.21351294,-0.021306634,0.21655141,-0.0053798202,-0.02900708,0.4034839,-0.2067304,0.09582053
chr13-44869253-44870121,-1.177692,-0.65415365,0.25474405,-0.6075252,0.50427806,-0.77663386,-0.4787468,0.6618162,0.3021981,1.3837252,-0.26680797,0.04439156,0.02721146,-0.004591871,-0.12251194,0.42336035,-0.37667358,-0.059034746,-0.39668933
chr13-44946726-44947580,0.68179023,-0.70934224,0.19124456,1.0404031,-0.013088259,-0.6013445,0.25549752,-0.49394932,-0.9180921,0.42008096,0.009420982,-0.6876942,0.042513665,-0.71580845,-0.06878111,-0.027275404,-0.15047602,-0.0068562087,-0.09516762
chr13-45389531-45390306,-0.309712,0.5215361,-0.18035309,0.20943221,-0.20388013,-0.014834645,-0.29123694,0.6595021,-0.13611142,0.13845466,-0.050161343,0.31470644,-0.32897615,0.09959775,0.0009653851,-0.030950408,0.36890745,0.04202606,-0.2744562
chr13-47193554-47194472,-0.08700199,0.22952494,0.12200134,-0.41995156,0.51319706,0.061733764,0.14088738,0.47387883,-0.3021887,-0.7105119,-0.05358061,0.14996158,-0.41286194,0.144957,-0.03133754,-0.048554413,0.8687453,0.038971394,-0.13791019
chr13-47194862-47195639,-1.1354872,0.80641323,0.6680173,-1.5423236,0.6037362,0.29330793,-0.87969196,0.8420857,-0.5138377,0.178759,-0.45595884,0.717838,-0.91169435,0.224752,-0.02341309,-0.30790552,1.1758565,-0.01216546,-0.8122218
chr13-49341082-49341944,-0.4043681,-0.002697937,-0.13544755,0.07330518,0.085832074,0.55016357,0.19303212,0.66332954,-0.2005206,-0.030502902,0.0006391789,0.03233032,-0.19515449,0.03727206,-0.031377953,-0.060403477,0.25843987,0.087897114,-0.01361022
chr13-49652813-49653503,0.23211683,0.76921165,-0.042161614,0.066892214,-0.30412084,0.52593976,-0.29489177,0.24509275,-0.810472,-0.12784958,-0.0155761475,0.21686527,-0.07182917,-0.20175008,-0.019797048,-0.11331005,0.5766448,0.041930757,-0.019445503
chr13-51564655-51565477,0.5096747,-0.13990368,-0.65716386,-0.03780407,-0.30150336,-0.6444141,0.5475566,0.8615615,-0.088248104,0.029667737,-0.084414944,-0.5263953,-0.05924698,0.3763884,0.0022265667,-0.016058799,-0.12250018,-0.018908326,-0.39790678
chr13-51776747-51777632,-0.76226723,1.0700072,-0.060364332,-0.46098506,-0.00612769,0.57207894,-0.04065384,0.69630325,-0.7736631,-0.52211815,-0.02740466,0.050436437,-0.2784868,0.13297619,-0.055913072,-0.06853751,0.70617825,0.22519626,-0.40555316
chr13-52530103-52530938,0.41369298,-0.71091545,0.35581294,0.17193879,0.28908032,-0.4986083,0.44936416,-1.6235774,0.33984354,-0.17016062,0.37440607,-0.97993195,-0.021843474,-0.2092378,-0.064489655,0.010230587,-1.1224111,0.039488252,0.5110037
chr13-52582870-52583761,0.3174066,0.21679436,-0.18303291,-0.36552846,0.32945675,-0.57668185,-0.9331336,-0.47806832,0.4629392,0.7015885,-0.15753575,-0.2646549,-0.3772959,-0.21965314,0.12181731,0.0010561233,0.5690624,-0.43297678,0.12516923
chr13-54192022-54192810,0.33448645,-0.8634374,0.30235624,0.36041468,0.69709975,-0.602884,-0.13763228,-1.1113364,0.73821986,-0.40530077,0.034702316,-0.38783023,-0.46735182,0.105568364,0.032511853,0.040519807,-0.3766205,-0.07208522,-0.2116054
chr13-54608624-54609427,-0.45252,-0.26512423,0.4826712,0.53359747,-0.23785758,0.19051297,-1.2562728,-0.08746388,0.47232804,0.091368236,-0.024503611,-0.39187628,-0.12873966,0.034735464,0.026481163,0.05304918,-0.58028764,-0.113756925,0.11276707
chr13-54948687-54949608,0.4034635,-0.8177147,0.17208424,0.4654235,0.11683455,-0.46428597,0.14499323,-1.1868715,0.5108929,-0.46955854,0.27767238,-0.65583426,0.18348937,-0.058919154,0.044963818,-0.1901923,-1.4361324,0.11153128,0.4399625
chr13-55405343-55406223,-0.3583393,-0.19390066,0.42282438,-0.2616151,0.22207156,-1.0076159,0.2666057,-0.27236515,0.18659621,0.81550974,-0.1136106,0.2916144,-0.31528026,0.19430691,-0.02354746,0.041663196,-0.35562378,-0.1252987,0.054317992
chr13-55414664-55415523,0.55566764,-0.9926826,0.9902,-0.04413231,-0.19611022,-0.60887,-0.42794088,-0.33148476,0.7483227,-0.5161478,-0.2765689,0.28672618,-0.12270066,0.32390198,-0.11032054,0.20165169,-0.74944234,0.32207945,-0.15034123
chr13-55536014-55536831,-0.3475964,0.29926816,-0.32019725,0.25219303,0.24857914,0.29251224,-0.12891825,-0.03138312,-0.46449664,0.35243645,-0.03326908,0.048024055,-0.1852599,0.16820209,0.00047293375,-0.020484539,0.020756342,-0.059214696,0.010707843
chr13-55622504-55623436,-0.15508422,0.24197155,-0.6376685,0.016050167,-0.22748406,0.5149346,0.45765138,0.5768216,0.13569692,-0.12560715,-0.5537472,0.20108931,-0.16948263,-0.10238813,-0.04158333,-0.0032168569,0.7901507,0.5291559,-0.8390906
chr13-56781520-56782081,-1.4007604,-0.7646097,0.6557084,-1.2005303,1.9958521,-0.01868252,-1.3005896,-0.68356127,0.33936128,0.10928434,-0.0814949,-0.26734933,-0.58993745,0.2263224,-0.15048867,0.065812185,-0.48729214,-0.30922878,-0.117229454
chr13-57907461-57908356,0.5098413,-0.958319,0.3833825,0.6177731,-0.31377348,-1.1495289,0.22888257,-1.2124037,0.42712757,0.085555844,0.12024411,-0.45468795,0.40924048,0.25251314,-0.100411884,-0.08465588,-0.9528368,0.14310263,0.17571932
chr13-58111148-58111833,0.7326472,-1.1571754,-0.00049207517,0.8397769,-0.20759305,-1.2059362,0.81463623,-1.3301958,0.6408507,-1.4622722,-0.20121484,-0.09721525,0.5454036,0.5072008,-0.018999627,-0.28877193,-0.75270104,0.12903477,-0.37550604
chr13-59073401-59074319,0.296825,1.0953267,-0.42733315,0.03589081,0.32661384,0.11200113,0.64526314,-0.801913,-0.12598948,-1.017766,-0.15272543,-0.22996539,-0.32983065,-0.35274813,-0.033422895,-0.03502301,0.21950579,0.1245045,-0.29665798
chr13-62382708-62383612,0.6701585,0.30131358,0.08521228,-0.17580436,-0.7404685,0.2054932,-0.42852244,0.14494517,0.011380641,0.31712154,-0.10496086,-0.046079446,-0.019068733,-0.3008194,-0.0020274043,0.106008984,0.41709602,0.025632426,-0.35228392
chr13-62558134-62559076,0.14502843,0.26428503,-0.5588702,0.34741488,-0.5413516,0.68806136,0.16869512,0.2755689,-0.19926219,0.21065351,-0.059313238,0.5398557,-0.37009928,-0.066403344,-0.044600442,0.018533038,0.14018646,-0.09484918,-0.2689808
chr13-63239774-63240634,-0.020528259,0.32365718,-0.2055853,0.12416117,-0.44315204,0.2736616,0.19516861,0.68165916,0.388792,-0.10409796,0.033932555,-0.08618912,-0.37668136,-0.05889298,-0.0392266,-0.1566745,0.48851943,-0.0034545064,0.078670666
chr13-63567561-63568478,-0.2515755,0.5129867,-0.124343485,-0.11090151,-0.1377874,0.80850154,-0.3329197,0.50803787,-0.26958856,-0.042240933,0.0053247684,0.008722276,-0.30976295,-0.2336815,-0.0029384338,0.0016232019,0.43791217,-0.00031062396,0.08694511
chr13-63814808-63815736,-0.2702559,0.4694745,-0.30908117,-0.009301483,0.093784645,0.43511108,-0.08766827,0.42884654,-0.10412297,0.1405922,0.010554338,0.6247043,-0.49219322,-0.1311803,0.002575273,-0.029405992,0.27520394,-0.0424988,-0.04542005
chr13-63901229-63902156,-1.0887781,0.33016002,0.58744085,-0.3430474,-0.3564938,0.2747335,-0.9389392,0.13017374,0.68822354,0.47975218,-0.24358472,-0.13751079,-0.6045211,-0.02647886,-0.002967395,0.10778308,0.6205888,-0.05688127,-0.02263317
chr13-64162629-64163342,-0.06621011,0.13207099,0.21218711,-0.02934097,0.008692932,0.38682482,-0.23459198,-0.39930904,0.30163255,-0.31157613,-0.0031116586,-0.396873,0.028464315,0.010822005,0.0029208118,-0.0058771498,-0.6446558,0.009033012,-0.050496746
chr13-64343851-64344646,-0.4307796,0.24952485,-0.085945465,-0.30627775,0.015958574,-0.045867622,-0.09455541,0.3987654,-0.12229982,0.164279,-0.05954213,-0.2716715,-0.047767434,-0.14079516,0.037919734,-0.02902836,0.43562037,-0.011990564,-0.010413729
chr13-67080933-67081819,-0.31709373,0.4047761,0.10698467,-0.11600691,-0.23283023,0.6193919,-0.4001126,0.86490035,-0.31234908,0.08480286,-0.44366676,-0.4253255,-0.0731523,0.24858804,-0.0044324305,-0.00096416293,0.77574235,-0.25863805,-0.07583512
chr13-67172850-67173742,0.1916853,0.5148694,-0.32691762,-0.27470496,0.005042815,0.39864472,0.028041689,0.91214204,0.22247486,-1.1562082,-0.025278652,-0.0016646616,-0.058223665,0.007057791,-0.045825493,-0.039862942,0.666093,-0.018752594,-0.06878393
chr13-67194214-67195099,-0.11033251,-0.9345469,0.24409544,-0.11906941,0.41864282,0.5201779,-0.8844982,0.22266766,0.21936902,0.5239864,-0.0992178,-0.31480792,-0.04328966,-0.040639643,0.00012872997,-0.010989154,0.47099552,-0.10692162,-0.47486567
chr13-67332038-67332953,0.16309285,0.38179645,-0.813458,-0.3815222,-0.33039445,0.55512136,0.16606794,0.86846334,-0.76019067,0.33860728,-0.21592057,-0.16935767,-0.28488842,-0.16056582,-0.055558607,0.04117605,0.4345469,0.06308189,0.085237905
chr13-67451087-67451955,0.09081423,0.40050533,-0.40975425,-0.20120883,-0.77503073,0.5661101,0.027130546,0.56837034,-0.08801188,-0.3601801,0.0049701575,-0.06356193,-0.0998226,0.05544177,0.015768068,-0.117272444,0.16170079,0.14976244,-0.0035294478
chr13-67525582-67526459,-0.196904,-0.20206507,-0.012279853,-0.38482586,0.20045526,0.57808137,-0.2053913,0.37900993,0.073829755,-0.15922435,-0.024367018,0.123804964,0.029688602,0.011522102,-0.0041410574,-0.025476499,-0.01117322,-0.0016174602,0.029107189
