,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Shared topic 14,Shared topic 15,Epigenomics private topic 7,Epigenomics private topic 9,Epigenomics private topic 10
Sil1,-0.709619,-0.52893186,-1.2600532,-0.45335782,-1.4706492,-0.6192375,-0.49706912,-0.46556467,-0.49078104,-0.49008617,-0.4909984,-0.57616156,-0.6617677,-0.69279623
Dock3,-0.67318,-0.60318625,-1.3618003,-0.5065687,-1.5489242,-0.6946554,-0.49800634,-0.46482927,-0.51793444,-0.5152542,-0.51811594,-0.6831219,-0.645748,-0.66194594
Scarna13,-0.44251117,-0.39043772,-1.3032199,-0.4411933,-1.4060078,-0.41385928,-0.5297766,-0.477934,-0.46577004,-0.46766734,-0.46571025,-0.40567315,-0.38851342,-0.40579143
Rnf216,-0.52927464,-0.54602194,-1.7772106,-0.57795817,-1.9920194,-0.6899468,-0.80220836,-0.8436105,-0.64945835,-0.66057014,-0.647357,-0.64768803,-0.31520578,-0.6257532
Cactin,-0.37073356,-0.50946563,-1.8930739,-0.58083224,-1.8967428,-0.40086806,-0.7597606,-0.72249496,-0.62176895,-0.62901217,-0.620477,-0.4054471,-0.47700715,-0.38807818
Thada,-0.4436518,-0.45122796,-1.6820576,-0.54055023,-1.6143167,-0.52732384,-0.5602987,-0.56087524,-0.5375215,-0.53781474,-0.53745496,-0.5271493,-0.41638303,-0.5002172
Aig1,-0.7766353,-0.6536995,-1.8704848,-0.61105376,-1.6826832,-0.8460135,-0.50972146,-0.4391163,-0.56866145,-0.5616672,-0.57033205,-0.86029625,-0.69050795,-0.7488098
2810013P06Rik,-0.4946822,-0.5918941,-2.1859405,-0.6660311,-1.960819,-0.44941354,-0.78108394,-0.74207956,-0.6471667,-0.6540709,-0.6456043,-0.4543687,-0.40805376,-0.5348462
Morn1,-0.51589,-0.58895993,-1.6456122,-0.5747827,-1.8939207,-0.48206425,-0.6875325,-0.6624219,-0.62770647,-0.6322526,-0.62688136,-0.54754746,-0.5782981,-0.55906385
Adgrb2,-0.806588,-0.78823125,-1.9807774,-0.64824635,-1.6375958,-0.64035577,-0.3977154,-0.32113275,-0.5743945,-0.5584716,-0.57860935,-0.6084279,-0.7395131,-0.8235755
Cacna1h,-0.86084443,-0.65172356,-1.2112314,-0.4452411,-2.0003781,-0.7778223,-0.73134995,-0.76898617,-0.6563254,-0.6659838,-0.65096086,-0.7439444,-0.74115527,-0.94828296
Rgs8,-0.82549286,-0.92428637,-1.2204854,-0.4538768,-2.0391228,-0.6773257,-0.74319077,-0.6810496,-0.67809516,-0.67674035,-0.67541146,-0.7769754,-0.7864366,-0.7834537
Rab3c,-0.88035536,-0.78890324,-1.3806598,-0.4656434,-1.8298557,-0.81809765,-0.6734794,-0.6670411,-0.6078639,-0.60488605,-0.6072842,-0.8018011,-0.70235205,-0.85554606
BC031361,-0.3361562,-0.3570646,-1.1465707,-0.44212288,-1.517642,-0.27511218,-0.6159862,-0.57755077,-0.4869246,-0.50320923,-0.48689798,-0.28547227,-0.33003753,-0.34899965
Epha4,-0.67409253,-0.721518,-1.1599025,-0.48498225,-1.6758447,-0.6019173,-0.4512849,-0.52221113,-0.5640665,-0.5638038,-0.56653273,-0.67879534,-0.75124556,-0.58708787
Gpr137,-0.39185345,-0.5432487,-2.533863,-0.7721809,-2.034337,-0.505705,-0.6963158,-0.6690245,-0.67424387,-0.67881083,-0.6730139,-0.52941155,-0.4159383,-0.42100236
Fgfr1,-0.5728662,-0.7064296,-2.116462,-0.6137409,-2.3651748,-0.3971213,-0.9463522,-0.9540021,-0.74666506,-0.7722578,-0.739146,-0.32980493,-0.756531,-0.67855525
Arntl,-0.7010182,-0.6955662,-1.7458467,-0.57901984,-1.6157668,-0.6336463,-0.44101983,-0.44317627,-0.5466698,-0.54361254,-0.5471972,-0.61024016,-0.6826873,-0.74022377
Kcnh5,-0.896489,-0.783022,-2.0478435,-0.67755246,-1.791116,-0.84242535,-0.32849213,-0.5917692,-0.62677497,-0.6154106,-0.62730896,-0.8606208,-0.84949213,-0.8431107
Mir1894,-0.3004645,-0.38740212,-1.49532,-0.41121027,-1.5459244,-0.33130875,-0.64067113,-0.5806916,-0.5001491,-0.5185384,-0.49897903,-0.3917385,-0.3223155,-0.2885207
Depdc5,-0.7518998,-0.7198674,-2.0462446,-0.66768366,-1.8384707,-1.0297009,-0.4329112,-0.48345768,-0.6251041,-0.61861235,-0.6271407,-1.002116,-0.58276325,-0.7355713
Pam,-0.7001432,-0.7232994,-1.6031232,-0.5964098,-1.6387658,-0.7137909,-0.46757025,-0.51329,-0.5517186,-0.54791313,-0.55273616,-0.8141367,-0.70798945,-0.66137844
Shank3,-0.7588216,-0.898301,-1.1968718,-0.42963213,-1.9272498,-0.76539934,-0.63994926,-0.6731399,-0.64342123,-0.64297855,-0.63918394,-0.8244642,-0.8529033,-0.6484433
Trerf1,-0.5847375,-0.6035005,-0.7329663,-0.2956765,-1.3280847,-0.63917625,-0.43266788,-0.44669747,-0.44159907,-0.44214192,-0.44114017,-0.66109186,-0.57458216,-0.52975404
Ctxn1,-0.85386485,-0.84229016,-2.0035105,-0.7274733,-1.8481201,-0.6820304,-0.48303467,-0.3654219,-0.6410933,-0.6308674,-0.6456281,-0.6869969,-0.9328538,-0.81822526
Trpm3,-0.48737168,-0.4581507,-1.0778167,-0.3576506,-1.0723552,-0.4616571,-0.35330704,-0.34221488,-0.3581457,-0.35750565,-0.3578837,-0.4291601,-0.46134856,-0.5137508
Wdr7,-0.73580205,-0.60873896,-1.6621283,-0.54576415,-1.6825315,-0.8342844,-0.5358948,-0.5229678,-0.56301814,-0.5612207,-0.5630393,-0.8490044,-0.7101834,-0.6979537
Dlx6os2,-1.3562217,-0.93490046,-0.8474379,-0.20774448,-3.6902776,-0.50777256,-1.6310602,-1.5468369,-1.1481715,-1.4255447,-0.6551417,-1.0115321,-1.075096,-1.1128585
Ube2e2,-0.6945969,-0.4952937,-1.8898323,-0.5988056,-1.5507371,-0.7605998,-0.45888528,-0.43041474,-0.521681,-0.51467824,-0.5229601,-0.7335267,-0.6382473,-0.6844665
Smurf1,-0.58682185,-0.4455907,-1.615552,-0.5600163,-1.664465,-0.67245555,-0.5657433,-0.5087249,-0.5549926,-0.5548966,-0.5552022,-0.6048905,-0.57332087,-0.6070541
Pcif1,-0.44501582,-0.6668951,-2.3750925,-0.755072,-2.1822145,-0.6789234,-0.718139,-0.7240801,-0.7261924,-0.7286039,-0.7263537,-0.71292156,-0.67655194,-0.36799031
2900092D14Rik,-0.91225386,-0.4285143,-1.930737,-0.6312816,-1.9948184,-0.24258888,-0.68636835,-0.7240307,-0.657279,-0.6669568,-0.655961,-0.24781197,-0.6763936,-0.95532215
Mir153,-0.9522737,-0.7977662,-0.64054066,-0.23338449,-1.693713,-0.553391,-0.5849766,-0.65660715,-0.56499004,-0.5624706,-0.5477055,-0.67104286,-0.7318351,-0.88806105
Itgb5,-0.40538695,-0.7349865,-2.5577135,-0.8718103,-2.1317363,-0.4765178,-0.73487335,-0.79634476,-0.70472825,-0.70928055,-0.70757264,-0.47630572,-0.15306306,-0.6435215
Dlgap4,-0.5844526,-0.5257627,-1.2600346,-0.4042105,-1.2098336,-0.5731014,-0.358701,-0.29044113,-0.40706572,-0.40585774,-0.40736505,-0.5474297,-0.5926559,-0.60777915
Col23a1,-0.529155,-0.5375319,-1.9224683,-0.68040615,-1.5213006,-0.73214567,-0.43326706,-0.367741,-0.5150238,-0.50778353,-0.5161205,-0.70695853,-0.55289125,-0.5790439
Nfatc2,-0.5664508,-0.50327885,-1.3277118,-0.5063632,-1.6861166,-0.6298299,-0.6401314,-0.6096158,-0.55971026,-0.56066436,-0.55957866,-0.61527205,-0.37394404,-0.62871313
Ly6e,-0.40652066,-0.9764774,-2.9026418,-0.99868834,-1.7261328,-0.9635892,-0.354169,-0.4049103,-0.643421,-0.5214534,-0.7128468,-0.9181602,-0.5849846,-0.2956159
Gm5069,-0.21892777,-0.49780178,-2.1050358,-0.6823858,-1.6880252,-0.39414272,-0.6399676,-0.63363767,-0.5570661,-0.5601485,-0.55642515,-0.36622283,-0.3789398,-0.20581675
B230319C09Rik,-0.5243512,-0.5200075,-1.5011749,-0.54625,-1.6334692,-0.5250714,-0.5492187,-0.54367745,-0.54422736,-0.5442567,-0.54411453,-0.55323046,-0.54798377,-0.5042052
Gas7,-0.6965413,-0.48638773,-1.0802081,-0.4282584,-1.269171,-0.7644689,-0.35293037,-0.2890972,-0.43027684,-0.4256567,-0.43375942,-0.70199597,-0.595254,-0.67364526
Ttc28,-0.29047123,-0.43457907,-1.4834952,-0.45162278,-1.1794401,-0.37204877,-0.37233078,-0.40862325,-0.39460093,-0.39216915,-0.39481932,-0.4268987,-0.34601617,-0.30360863
Ptpro,-0.8023386,-0.5713698,-1.6327893,-0.4946876,-1.8600221,-0.668689,-0.7082903,-0.6990044,-0.6154687,-0.61717266,-0.6130023,-0.63441455,-0.6864054,-0.82937783
Shisa6,-0.730503,-0.7451394,-1.9594893,-0.61699414,-1.7699864,-0.7455984,-0.51698434,-0.5803303,-0.5928718,-0.5907722,-0.5917462,-0.747657,-0.72804034,-0.70713025
Cmip,-0.48559815,-0.44023317,-1.6790175,-0.4531287,-1.1666895,-0.4829555,-0.3661663,-0.33189455,-0.3944066,-0.39016742,-0.39452475,-0.47574493,-0.43252832,-0.5267104
Eif4g3,-0.5598582,-0.50722134,-1.6946535,-0.5684676,-1.3461659,-0.6469387,-0.36051473,-0.36531797,-0.45702896,-0.45406035,-0.45850626,-0.5916079,-0.54593414,-0.5989197
Zfp703,-0.31604815,-0.5360087,-2.351874,-0.73467237,-1.5432485,-0.22846085,-0.4991042,-0.5154266,-0.5155936,-0.51424366,-0.5182724,-0.3158638,-0.25678164,-0.383987
Nlgn1,-0.6104761,-0.42866287,-0.6758504,-0.2986384,-1.1684356,-0.54004,-0.40172848,-0.42043933,-0.38907287,-0.39051977,-0.38860095,-0.5072097,-0.45589313,-0.60750437
Tsen54,-0.32757136,-0.4840159,-2.5858853,-0.8605564,-2.4385972,-0.5323467,-0.96785486,-0.9808336,-0.78204876,-0.82016593,-0.7845289,-0.53432894,-0.59996533,-0.27021694
Mir7213,-0.17977226,-0.6385813,-1.6359048,-0.59609723,-1.5134788,-0.7329331,-0.47395852,-0.48146677,-0.50735193,-0.5068376,-0.50896776,-0.78590643,-0.4195602,-0.028600931
Tcof1,-0.7384147,-0.85909486,-2.1756952,-0.77699125,-1.8474709,-1.0121772,-0.36875033,-0.50871205,-0.6618734,-0.63478774,-0.6697772,-1.000124,-0.7040244,-0.7401131
Flnb,-0.5202714,-0.5279015,-2.2144105,-0.67962676,-1.8165866,-0.70467067,-0.5955273,-0.5903753,-0.6075994,-0.6063723,-0.60819435,-0.673676,-0.6492523,-0.4468109
Gpr84,-0.55768245,-0.62388414,-1.8534945,-0.629032,-2.0379133,-0.46767098,-0.6834066,-0.7413336,-0.67690754,-0.6799764,-0.67616546,-0.5277172,-0.49915373,-0.59799147
Tcta,-0.40981686,-0.49682003,-1.9537408,-0.63458854,-2.0571547,-0.39805284,-0.8057136,-0.78710306,-0.66946954,-0.6929563,-0.66812104,-0.37026814,-0.4558623,-0.44541308
Rasgef1a,-0.8951862,-0.96693456,-1.2160962,-0.45610392,-1.678803,-1.0542957,-0.5122903,-0.41470945,-0.57673186,-0.56009966,-0.57807606,-1.0155985,-0.7841362,-0.802596
Mir3078,-0.906025,-0.7004773,-1.3057727,-0.42501596,-1.2701466,-0.70775115,-0.26008528,-0.26851845,-0.44854155,-0.44124505,-0.4517974,-0.91327286,-0.7475745,-0.7914002
Otud1,-0.4870455,-0.66795623,-2.2598138,-0.7050768,-1.9240274,-0.5449949,-0.624271,-0.6062159,-0.6422009,-0.6417695,-0.64351815,-0.6023246,-0.42754424,-0.48566335
Gata2,-0.292161,-0.7252909,-2.2191553,-0.77440023,-2.3993773,-0.74047434,-0.89226365,-0.9716766,-0.7924692,-0.7995617,-0.79186964,-0.8267275,-0.71531373,-0.12271899
Dlg2,-0.5288609,-0.4079531,-0.54756165,-0.2398916,-0.83778876,-0.5585939,-0.2587185,-0.22677428,-0.2825464,-0.27830225,-0.2829419,-0.55997664,-0.45551357,-0.49675864
Pabpn1,-0.64694476,-0.4881248,-1.7787365,-0.5748922,-2.194586,-0.45323342,-0.89020306,-0.8145016,-0.7078132,-0.72513926,-0.7034954,-0.46832567,-0.561102,-0.64569795
Rpl29,-0.5218651,-0.48006165,-1.5589719,-0.55946326,-1.6794726,-0.576425,-0.5567066,-0.5573432,-0.5599322,-0.55988926,-0.56001544,-0.58280134,-0.5506648,-0.5193
Adcyap1r1,-0.81179076,-0.7304216,-2.4016638,-0.6474546,-1.8537576,-0.5161838,-0.6058674,-0.624007,-0.6183325,-0.61676866,-0.6168895,-0.49608168,-0.77154607,-0.8840114
Mir5119,-0.8868153,-0.91137326,-2.083216,-0.7352093,-1.7715347,-0.81792736,-0.41689348,-0.39176327,-0.62841964,-0.5978236,-0.6334732,-0.7910768,-0.8626409,-0.87734216
Jazf1,-0.60178137,-0.523537,-1.1443515,-0.4159581,-1.3930386,-0.5778158,-0.48872256,-0.4614992,-0.46363705,-0.4624425,-0.46249986,-0.5379757,-0.56786263,-0.65866005
Myo1d,-0.55844223,-0.5681057,-1.0465288,-0.4033676,-1.2618239,-0.6578363,-0.35182327,-0.3842205,-0.42386132,-0.42207918,-0.42414832,-0.7394996,-0.46513754,-0.5338902
Zfp36l1,-0.20491454,-0.6390668,-2.4894383,-0.7866298,-2.0046198,-0.30794466,-0.759161,-0.81669766,-0.6407695,-0.6683826,-0.64165974,-0.30821645,-0.3697096,-0.20835903
Mbd3,-0.45986867,-0.4783272,-1.8848164,-0.6099883,-2.078559,-0.42131096,-0.8077518,-0.82178116,-0.66414845,-0.6978816,-0.6615432,-0.45226073,-0.38338447,-0.53512776
Zfp553,-0.2585548,-0.28022063,-1.1199119,-0.37394398,-1.1503135,-0.29584426,-0.39699098,-0.40455356,-0.3825641,-0.38404647,-0.3818489,-0.30162048,-0.27401233,-0.25581414
Shb,-0.45045736,-0.5158555,-0.71521866,-0.31585827,-1.7721642,-0.50260055,-0.8083526,-0.6950433,-0.5390409,-0.59297675,-0.53253466,-0.6287112,-0.37630934,-0.40108684
Pnkd,-0.39779735,-0.35520837,-1.9534844,-0.60777736,-1.8713442,-0.4106475,-0.733604,-0.7631967,-0.6113261,-0.6225443,-0.6083165,-0.36510366,-0.5261922,-0.38403785
Pid1,-0.64973956,-0.73782784,-1.740937,-0.5338782,-1.7877777,-0.63201725,-0.6315128,-0.6082372,-0.5952106,-0.59508044,-0.5948723,-0.612859,-0.5633284,-0.7804212
Tanc1,-0.3651812,-0.44112128,-1.7549403,-0.57200545,-1.6363225,-0.53831565,-0.57191217,-0.6142107,-0.5444786,-0.54503083,-0.54441106,-0.50055784,-0.5608501,-0.28838477
Ltc4s,-0.52268666,-0.6843737,-1.7665608,-0.6307857,-2.1557415,-0.8014891,-0.74635893,-0.7881762,-0.7134328,-0.72128385,-0.7136785,-0.8275976,-0.29871574,-0.6190663
Tubb5,-0.44561136,-0.5399464,-1.9862313,-0.62169033,-1.9003937,-0.44224575,-0.72285694,-0.6774323,-0.6279566,-0.6344826,-0.6269619,-0.59292126,-0.47793925,-0.3908084
Degs2,-0.461439,-0.9641407,-2.3145268,-0.7876329,-2.3398883,-1.0139672,-0.77258575,-0.7811754,-0.7804422,-0.77895176,-0.7802374,-1.0613328,-0.7965773,-0.30165544
Eml6,-0.75922185,-0.6392875,-1.4804618,-0.53578126,-1.5550734,-0.7633649,-0.42182246,-0.43367308,-0.52456456,-0.52138233,-0.5265783,-0.7595011,-0.6783905,-0.7420747
L3mbtl4,-0.67583114,-0.68166375,-1.9060833,-0.63882875,-1.526781,-0.7154742,-0.4080443,-0.47090474,-0.5241827,-0.5039313,-0.52507657,-0.7033862,-0.65752786,-0.6856156
Cxxc5,-0.36363828,-0.28221554,-1.9747757,-0.68437046,-1.3829726,-0.278544,-0.43648022,-0.4153399,-0.46510088,-0.46523854,-0.46961713,-0.32632777,-0.28850317,-0.46790367
Mir5709,-0.5869439,-0.5722586,-1.657661,-0.5752683,-1.7418734,-0.66919714,-0.58792865,-0.59032345,-0.5800534,-0.58023906,-0.5802484,-0.65395224,-0.5629396,-0.5079297
Gpr37l1,-0.65056,-0.32605562,-2.5451343,-0.81209135,-2.362784,-0.25219104,-0.9580313,-0.99320835,-0.7486306,-0.7815164,-0.7388794,-0.10261816,-0.764461,-0.7410891
Sox8,-0.8175695,-0.27301106,-1.6572567,-0.6019833,-2.2726789,-0.34248015,-1.0237176,-0.82847804,-0.70324296,-0.78529584,-0.69132,-0.24742371,-0.71813816,-0.9420519
Ubxn6,-0.43369633,-0.43205076,-2.0975504,-0.6668852,-2.04088,-0.3940105,-0.7715909,-0.76383585,-0.6650896,-0.6952023,-0.66346633,-0.34679276,-0.4936127,-0.44062775
A330015K06Rik,-1.0838279,-0.8128301,-0.8985615,-0.4309224,-2.2379277,-1.0357492,-0.8561437,-0.8290953,-0.7224082,-0.74137014,-0.71683705,-0.95043004,-0.88766223,-0.9876635
Rassf1,-0.45579758,-0.5633353,-2.2735496,-0.69573075,-2.2031424,-0.4973617,-0.8034669,-0.8205841,-0.7240228,-0.7333479,-0.7230134,-0.5174375,-0.58693975,-0.50040096
Gna12,-0.5291145,-0.31380883,-2.0279002,-0.6894627,-1.953804,-0.5407726,-0.78509265,-0.7369321,-0.6408029,-0.6462104,-0.6408586,-0.49224755,-0.35484686,-0.5801066
Tspan17,-0.66147494,-0.6886709,-2.3237166,-0.782576,-1.6675496,-0.7775645,-0.3761084,-0.43815434,-0.59842527,-0.5619345,-0.6037067,-0.8345073,-0.831177,-0.57946247
Zadh2,-0.45434406,-0.49282682,-1.8086054,-0.6471714,-2.1534624,-0.4684794,-0.8019719,-0.9475695,-0.69368815,-0.7292626,-0.69177103,-0.5329534,-0.5529943,-0.3998579
Tiam1,-0.51364315,-0.5281857,-0.7934469,-0.24933393,-1.1153922,-0.553161,-0.3870838,-0.4133041,-0.37214583,-0.37145168,-0.37047234,-0.61220616,-0.45092103,-0.45436868
Hrh1,-0.79522556,-0.69993436,-1.8644474,-0.6481177,-1.7059257,-0.7764716,-0.43360418,-0.48512697,-0.5791347,-0.572492,-0.57942486,-0.6902383,-0.82642496,-0.7769291
Gli3,-0.65151435,-0.6614633,-0.88530254,-0.4497195,-1.9208155,-0.41542518,-0.7156348,-0.7642189,-0.62089616,-0.6367586,-0.61527854,-0.32706326,-0.6473317,-0.7432935
Rbfox1,-0.44309932,-0.39815578,-0.24045454,-0.18306738,-0.7019272,-0.4906648,-0.19563213,-0.17107168,-0.23747438,-0.2347835,-0.2392191,-0.5013515,-0.3843045,-0.42712325
Nxn,-0.32175085,-0.568813,-2.3869224,-0.68810964,-2.0540652,-0.3808154,-0.7722896,-0.8538255,-0.66207665,-0.6715098,-0.65501446,-0.35867512,-0.60317045,-0.33230352
Tmem250-ps,-0.6103502,-0.53667843,-1.6666194,-0.5472445,-1.8262339,-0.5075897,-0.641429,-0.6838668,-0.60466796,-0.6069499,-0.6046088,-0.55622315,-0.5446476,-0.6640032
Mir338,-0.5224237,-0.11493632,-1.7224095,-0.56195533,-1.6381068,-0.55813,-0.59416175,-0.6280456,-0.5423693,-0.5463186,-0.54189605,-0.39059013,-0.4708987,-0.51373804
Osbp2,-0.76530313,-0.71504647,-1.248853,-0.5583918,-1.3322498,-0.87982905,-0.21701059,-0.30729184,-0.49152237,-0.4606975,-0.5218397,-0.8946396,-0.75538933,-0.7130618
Gm38670,-0.51220596,-0.71320283,-1.9661881,-0.6780102,-2.0735228,-0.42549807,-0.7106886,-0.72808564,-0.69045746,-0.69172245,-0.6898811,-0.4681154,-0.647984,-0.50087136
F3,-0.7683946,-0.66883415,-2.7046611,-0.8869266,-2.6560652,-0.33876562,-1.0210036,-1.0803498,-0.8501718,-0.883801,-0.84568626,-0.18914032,-0.74843824,-0.9891938
Grm5,-0.74227774,-0.6388943,-0.769868,-0.3114016,-1.5858684,-0.7367969,-0.6164463,-0.6082243,-0.5149242,-0.519087,-0.5062604,-0.7162128,-0.6134392,-0.7018632
Sall1,-0.52490103,-0.42299494,-3.1258488,-0.93381846,-2.9424648,-0.2813791,-1.2472838,-1.2871914,-0.8530136,-1.11314,-0.8052914,-0.399522,-0.14957035,-0.7682509
Foxo3,-0.3961203,-0.53447664,-1.2680508,-0.5043879,-1.585674,-0.41350007,-0.53754205,-0.5740501,-0.5267009,-0.5300008,-0.52653635,-0.391571,-0.485209,-0.41811618
Snord17,-0.5121368,-0.5758041,-2.4247694,-0.76909846,-1.9013002,-0.6396012,-0.6110044,-0.654543,-0.6358863,-0.6367234,-0.6365331,-0.64179087,-0.42960128,-0.50708324
Snord47,-0.44797796,-0.5728623,-1.9265239,-0.553566,-2.2433834,-0.46095106,-0.9133313,-0.8990322,-0.69845665,-0.77569276,-0.69145024,-0.48194212,-0.6011258,-0.42963168
Shld1,-0.508384,-0.9224194,-2.222202,-0.8376827,-2.0727918,-1.0594182,-0.5895995,-0.58475024,-0.7042823,-0.69662887,-0.70871806,-1.0233855,-0.8331071,-0.3165406
Amotl2,-0.3059788,-0.36740288,-2.9866571,-0.9534741,-2.4122734,-0.29239425,-0.95468104,-1.0352333,-0.7464664,-0.83606637,-0.737426,-0.23545104,-0.6711497,-0.31304786
Hist1h4h,-0.5582157,-0.6926552,-1.9338497,-0.60810095,-1.8228326,-0.5012069,-0.6038479,-0.6135013,-0.6074212,-0.60797733,-0.6074853,-0.60292995,-0.560312,-0.5537789
Tha1,-0.50253487,-0.6874334,-2.278246,-0.7373927,-1.9217577,-0.6124899,-0.6414561,-0.62820154,-0.64060694,-0.64103156,-0.64054155,-0.7344553,-0.36966392,-0.6293134
Cttnbp2,-0.9285425,-0.69460213,-1.4013824,-0.5858151,-1.7994754,-0.8314388,-0.54887193,-0.51663435,-0.60548586,-0.6032417,-0.6072262,-0.8418808,-0.74847025,-0.89098495
Adrb1,-0.49124458,-0.71223986,-1.7272124,-0.59361666,-1.2005079,-0.5732801,-0.26679754,-0.26909238,-0.43975,-0.41881073,-0.4508765,-0.5831586,-0.42158285,-0.5958336
Usp5,-0.45402306,-0.57250607,-2.083612,-0.6470964,-2.0874798,-0.4311753,-0.7781485,-0.7571575,-0.6872127,-0.69542396,-0.6852095,-0.43938774,-0.59727013,-0.45704216
2900052L18Rik,-0.22364251,-0.2296223,-1.3935736,-0.37654907,-1.2645898,-0.13321385,-0.48275894,-0.5238128,-0.4049554,-0.43355638,-0.4019202,-0.098948896,-0.2984336,-0.22563684
Fam129b,-0.41131818,-0.6547867,-2.7132292,-0.86138976,-1.8992012,-0.659282,-0.5578811,-0.5225321,-0.6527262,-0.6444431,-0.6604024,-0.6395647,-0.7002578,-0.40127394
Jun,-0.3208053,-0.37005973,-1.5611138,-0.5123975,-1.3725209,-0.28832126,-0.4720521,-0.45177025,-0.45635653,-0.45785254,-0.45633182,-0.3245911,-0.32142693,-0.36144802
Gpr146,-0.2666444,-0.5994847,-2.0804477,-0.8176054,-2.154298,-0.52104187,-0.78972286,-0.82050115,-0.7083473,-0.7263471,-0.7119193,-0.49448824,-0.4832247,-0.21062073
Nos1ap,-0.5845659,-0.6649171,-1.4429007,-0.4987683,-1.3166058,-0.6230047,-0.34258315,-0.30505022,-0.44799793,-0.43854657,-0.4517281,-0.656338,-0.5193926,-0.64268565
Map2,-0.8040136,-0.7118335,-1.4799472,-0.48034793,-1.6187785,-0.6442954,-0.555197,-0.48342764,-0.5407967,-0.5395902,-0.5398902,-0.71361166,-0.6687534,-0.7972878
Cited2,-0.4126635,-0.5720053,-1.7393367,-0.52446806,-1.571629,-0.37733924,-0.5308756,-0.5468157,-0.5229888,-0.52460206,-0.52301484,-0.43503997,-0.4062515,-0.46300554
Psap,-0.61810666,-0.6778568,-1.6805683,-0.6302294,-2.0575743,-0.6422056,-0.76567376,-0.71028143,-0.68238825,-0.686335,-0.68205655,-0.5665901,-0.40201077,-0.7710453
Rnf112,-1.1046544,-0.9860389,-1.9663332,-0.7407351,-1.8062432,-1.1704762,-0.35723704,-0.36763078,-0.67954165,-0.5501374,-0.72354096,-1.1271374,-1.0828962,-0.9638701
Tmub1,-0.4776843,-0.533918,-1.9736567,-0.60206443,-1.7898164,-0.46910927,-0.6164388,-0.58859205,-0.59559095,-0.596548,-0.5959367,-0.54166424,-0.54532653,-0.45080322
Lrrc7,-0.8051859,-0.67495835,-0.86112654,-0.36191136,-1.4030366,-0.7392192,-0.47091168,-0.39509675,-0.47052807,-0.46788466,-0.47044235,-0.753549,-0.6901979,-0.7436678
Tmtc2,-0.6223125,-0.44559473,-1.5382181,-0.5284723,-1.6183951,-0.6077996,-0.53683376,-0.5628606,-0.53909576,-0.5395044,-0.53922904,-0.589877,-0.59975463,-0.55135125
Kcna5,-0.8336245,-0.65071905,-0.91492844,-0.35004407,-1.649652,-0.876194,-0.63845956,-0.523786,-0.5415753,-0.54137343,-0.53917974,-0.8627068,-0.653578,-0.79601204
Cst3,-0.3056121,-0.7569014,-2.2701335,-0.7548217,-2.3671346,-0.4073247,-0.94830644,-0.94509673,-0.7596374,-0.79632545,-0.7590193,-0.3802205,-0.34257442,-0.3933234
Mir7655,-0.18522239,-0.29235262,-1.7297328,-0.56155485,-1.5925196,-0.18839392,-0.63754714,-0.6065871,-0.5188637,-0.5396887,-0.51797765,-0.16177842,-0.36298284,-0.13734773
Snhg10,-0.50964,-0.4987433,-2.1781213,-0.6552863,-1.9559515,-0.4745397,-0.7140348,-0.65602195,-0.64927125,-0.6530975,-0.6483361,-0.4937118,-0.4309696,-0.4883846
Dock2,-0.6375216,-0.48230338,-1.3212378,-0.432954,-1.5160115,-0.589809,-0.5142095,-0.56323624,-0.5039464,-0.50385004,-0.5027526,-0.63482064,-0.47130758,-0.65548015
Tmem132b,-0.65667474,-0.46013105,-1.003507,-0.4087201,-1.1458709,-0.5465895,-0.2895656,-0.3254283,-0.38967916,-0.3851461,-0.39078918,-0.5555997,-0.57492054,-0.6389239
Rps11,-0.30254552,-0.5164615,-1.8200915,-0.55417645,-1.7971611,-0.3298438,-0.7119641,-0.66638243,-0.5830784,-0.6030637,-0.5828059,-0.40138713,-0.36346254,-0.26536644
Snord34,-0.41199306,-0.53398395,-1.8978324,-0.58441883,-2.0852647,-0.3309774,-0.87914735,-0.8309436,-0.6648589,-0.7130233,-0.66146487,-0.38078734,-0.43753427,-0.44003454
Snord33,-0.40946832,-0.532543,-1.9073591,-0.57204777,-2.0982351,-0.33759725,-0.8770366,-0.8101642,-0.66324574,-0.699733,-0.66062397,-0.37809768,-0.43708718,-0.4160014
H3f3b,-0.4970886,-0.62048995,-1.9563267,-0.6229322,-1.9880319,-0.45301858,-0.67911226,-0.7056301,-0.6597107,-0.6624689,-0.6593708,-0.50666136,-0.55560213,-0.5105476
Nebl,-0.609283,-0.617739,-1.0003207,-0.39898002,-1.6507906,-0.7323694,-0.600869,-0.63936484,-0.5441184,-0.5464934,-0.5428257,-0.69154406,-0.6632691,-0.5202526
4732471J01Rik,-0.44975418,-0.60851246,-2.1541774,-0.68350095,-2.0110214,-0.6423286,-0.6994855,-0.7340145,-0.6690482,-0.6701696,-0.6689446,-0.63426167,-0.51197207,-0.38261667
Rnf5,-0.31117344,-0.41651192,-1.6634578,-0.49076894,-1.7621526,-0.30041665,-0.75171524,-0.67292213,-0.55630106,-0.58874375,-0.54755074,-0.3125403,-0.366808,-0.3482698
