,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 3,RNA private topic 5,RNA private topic 7,RNA private topic 8
G3BP2,0.0003436893,0.0041369367,0.0015167327,-0.3637476,0.0016761723,0.006492311,0.13624223,-0.047114503,0.0007966871,-0.00543528,0.00013424881,-0.0012191021,0.0032146047
CCNI,-0.007674817,-0.056839135,-0.0069085215,0.312365,-0.005622425,0.332768,-0.07309431,0.29570884,-0.019462809,0.19233406,0.0013971197,-0.0020657552,0.042418633
CXCL13,-1.2291192,2.4925413,-4.591185,-1.3988371,-1.223061,-1.7146606,-0.69914854,0.83227843,-2.7537725,-1.1125087,-0.5495984,-0.5246243,-1.0172067
CNOT6L,-0.0030774747,0.3593523,0.039310127,-0.2756773,0.013930447,-0.795797,0.112353556,-1.7248104,0.005267339,-0.35497323,-0.0060062893,-0.0070278365,-0.056052066
BMP2K,-0.00299599,0.6672784,-0.22655693,-2.161646,0.054472484,0.33666575,-0.20460527,-0.23308153,-0.021749385,0.40756845,-0.0018825493,0.021990372,-0.049148623
HNRNPD,-0.0021899128,0.13181674,-0.022440381,-0.9396709,0.0547688,0.0814318,0.19762287,-0.6654803,-0.018201906,-0.30047154,-0.0037021532,0.00043876417,0.04973862
HNRNPDL,0.00076792215,0.16716014,-0.021336373,0.15757856,0.004253492,-0.39865014,0.37772658,0.21408378,0.0013656063,-0.08360562,-0.001043368,0.0018542146,-0.0051863776
SEC31A,-0.0024954742,-0.1340369,-0.018860541,0.34718564,0.029458113,-0.19250704,0.00493055,-0.30766848,-0.001138349,-0.028479068,-0.0001670971,-0.0042450535,0.0059310086
AFF1,-0.0032525542,-0.61783725,-0.14308241,0.62387604,-0.23635924,0.53046423,-0.38832524,0.16984168,-0.018659372,-0.1354617,-0.0010476961,-0.007061735,0.0072476557
HSD17B11,0.0026391651,-0.21381505,-0.09965811,-0.8806906,0.29947117,0.8243766,-1.0316012,-0.44695804,-0.11823786,0.27712834,0.012121231,0.019335615,0.030603623
SPARCL1,0.00026157574,-1.2967095,-1.1868794,1.3107225,0.41452843,0.78962827,-1.2694674,0.88845974,-0.92391884,0.81075776,-0.0146846315,0.21219133,-0.3737772
PKD2,-0.0049411724,-0.5791086,0.038640514,0.21309622,0.070254855,-0.73838603,0.0795955,0.044626724,0.0032761558,-0.115620606,-0.00047869625,-0.011802416,0.015970284
PYURF,0.0045079268,-0.18947889,-0.006772291,0.7500375,-0.047891416,0.0036604996,0.057073176,-0.45679834,0.002263002,-0.0330063,-0.0015733351,0.009695672,-0.011565464
HERC3,-0.0018261763,-0.008709669,0.5953426,-1.722281,-1.0906938,-0.6212516,0.30857563,-1.4629893,0.24918453,-0.3823553,-0.026487429,-0.034577068,-0.1849092
MMRN1,0.7173667,-1.8987896,-1.7964334,-2.1525831,1.4779369,1.8636506,-1.9753217,0.38531366,-6.544434,2.0179303,0.549747,0.6793444,0.81749684
DAPP1,-0.0085142795,0.7148522,-0.07103555,-1.2206693,-0.16550045,-0.14460903,0.7384753,-0.6447568,-0.014364374,-0.4964667,-0.0010661825,-0.034834865,0.22367479
BANK1,0.16163915,0.9059836,-0.7748849,-1.5867434,0.23708925,-0.1897423,-1.2267228,-0.8962736,-0.24895944,0.26914358,0.0023752826,0.044540983,-0.0018783421
NFKB1,-0.000566437,0.07995705,0.009631589,-1.1699642,-0.04047731,0.06631287,0.31534675,-0.3594247,-0.002613483,0.14417516,0.00039900135,-0.0029404087,-0.031168956
UBE2D3,-0.011221964,0.26127517,0.06697936,-0.040745903,-0.08856528,-0.22343004,0.1607003,-0.14167058,0.0091194585,-0.14751899,-7.711132e-06,-0.0032798564,-0.018490257
AIMP1,-0.0005597191,0.23744428,-0.043091152,0.22860768,-0.09104988,-0.18266866,-0.016618488,-0.40705955,0.0018424268,-0.03582098,0.0013089717,0.0036788767,0.0029989998
LEF1,-0.14968823,-0.7570422,0.71882826,-1.636577,-0.67665786,-1.2537618,0.9518512,-0.526013,1.5194278,-1.4204562,-0.014753476,-0.38655964,-0.84169364
MCUB,-0.0166263,0.23784082,0.0029154168,-1.685968,-0.37056464,0.35713065,0.78807384,0.26914132,0.03851145,-0.27866882,-0.012928532,0.009732486,-0.027802078
SYNPO2,-0.61527914,-0.7773136,1.5701123,-1.838922,-0.9266971,-1.3093638,-0.90869796,0.7257819,0.8341295,-0.8876371,-0.06076806,-0.53675914,-0.7035698
C4orf3,-0.009949386,0.025444513,-0.038772613,0.86929274,-0.14174142,0.27422804,0.106513985,0.49726987,0.0016470137,0.07771368,-0.002115512,0.0011259546,0.0029027585
ANXA5,0.0033124464,-0.10396899,-1.1881609,0.23206556,0.11949895,0.79126364,-0.113614,0.9063406,-0.30525684,0.5447306,0.0040815556,0.048870225,0.1757552
NDUFC1,-0.016167017,-0.013476587,-0.020443387,1.1564404,0.01593399,0.26055574,0.12788813,0.09613454,-0.02383589,0.0847853,0.007464506,-0.013138561,-0.022376599
NAA15,-0.00010772263,0.2701866,0.05214535,-0.072766446,-0.20280951,-0.50352734,0.1709635,0.07580837,-0.0033871997,-0.31956503,-0.0017683023,-0.0048696175,-0.02270814
SMARCA5,-0.006705912,0.33231294,-0.027164824,-0.75798506,-0.064292535,-0.6896854,0.120961435,0.091200575,-0.0025713858,-0.45990008,-0.0015406008,-0.00075419643,-0.022539344
FBXW7,0.00422239,-0.01635117,-0.1705702,-0.82615244,0.082776316,-0.42542148,-0.4143366,0.32886976,-0.12845083,-0.07444531,0.00202486,-0.07297404,0.62850505
TMEM131L,-0.0016289048,0.72557503,-0.2386013,-1.3571193,-0.83856225,-0.14270414,0.66530406,-0.74895424,0.014455136,-0.34731048,0.0030441843,-0.0018776726,-0.040304597
PALLD,-0.4069966,-0.60105705,1.023951,-0.9794936,-0.76484036,-1.5162808,-0.039686404,0.7979952,0.94772786,-0.8054394,-0.022712165,-0.3748391,-0.63602746
HMGB2,-0.0029484178,0.60321784,-0.515052,-1.0029432,-0.045370962,-0.97817385,0.38840055,-0.37300125,0.0007430423,-0.7180071,-0.014978585,0.003612359,-0.027077405
IRF2,0.01036261,0.33897117,-1.0941275,-2.1602983,0.047333047,-0.17217736,0.035317097,-0.7163993,-0.06635808,-0.3457042,0.008908205,0.023344994,-0.009218944
SDHA,-0.0082109785,0.10252082,0.0010951575,-0.12747648,-0.022626072,-0.5497979,0.25046423,-0.12802194,0.009634253,-0.16362521,0.00036825804,-0.0019467081,-0.0036455276
EXOC3,-0.010010579,0.07418663,0.3519384,0.0061749727,-0.10114584,-0.3951482,-0.16686356,0.19311069,-0.00033597788,-0.35278392,-0.0032502224,0.005996197,-0.004303831
SLC12A7,-0.012764195,-0.41299453,0.007577342,-0.42315722,-0.0043874397,0.34186533,0.3227967,0.10031152,-0.006236353,0.26923263,-0.0011513218,-0.0067031686,0.007783634
CLPTM1L,0.0014275715,0.05233525,-0.06829689,-0.093120776,-0.07196001,-0.09986731,0.08757305,0.24344645,-0.005585353,-0.028250001,0.00086221466,0.0013568712,0.025417777
LPCAT1,-0.005273145,0.663989,-0.07096342,-0.39054972,0.018242018,-0.017930068,-0.048769545,-0.7238333,-0.0007114768,-0.015414715,-0.0016696366,0.004365918,-0.04419304
NDUFS6,-0.0029705747,0.14359866,-0.032383475,0.30660847,-0.016364265,-0.52602017,0.22016248,0.27896792,0.004593752,-0.042965304,-0.00016598783,-0.006528204,0.007336761
NSUN2,-0.024167532,0.4571942,-0.09933049,0.0133985,-0.56929517,-0.6667982,0.36402377,0.309017,0.051004473,-0.58065206,-0.0044767396,-0.049067643,0.1578051
TENT4A,-0.05570632,0.021777617,0.4619814,-0.37079152,-0.57985497,-0.4693816,0.059544947,-0.09321894,0.08797902,-0.9562496,0.009671694,-0.012438887,-0.40735656
OTULIN,-0.013452628,0.57252157,-0.008336209,-1.4292727,-0.3086937,0.5491005,0.11321307,-0.9025325,-0.008491482,0.27163988,0.0031264564,0.006300822,-0.23913619
BASP1,0.11903311,0.9543991,-1.6019958,-0.6271907,0.3827998,0.6226527,-0.25869355,-0.16920654,-0.65017366,0.60595626,0.009086247,0.22713876,-0.063738726
GOLPH3,-0.0012103237,-0.043634143,-0.084426545,0.3668025,-0.32375282,0.15110303,0.15697016,0.16952676,-0.013735393,0.1110475,-0.004850851,0.0017222869,-0.0048207417
DNAJC21,-0.007556932,0.12509887,0.041290563,-0.5386211,-0.23467402,0.2018982,-0.010867172,-0.68105125,0.011733794,0.107023194,-1.13410715e-05,-0.003335261,0.010912969
IL7R,0.008984342,-0.66779804,0.9364301,-1.9497973,-0.8290631,-1.3178774,0.48982555,-1.8239847,1.7016999,-1.9322112,-0.028632438,-0.24511006,-0.86030686
NIPBL,0.002819784,0.048534602,-0.08892267,-0.4114876,-0.01333512,-0.06418217,0.12947364,-0.026214331,0.00092843897,-0.082054384,-0.0001505971,-0.0013736592,-0.0062324754
LIFR,0.41733366,-0.40955055,-1.419064,-0.4430188,0.5776381,1.037022,-1.4455805,-0.08702697,-2.0356665,0.72250485,0.046719633,0.39260492,0.07928173
RICTOR,-0.0010667937,-0.39553177,0.2922504,-0.27170044,-0.0038570408,-0.69760907,0.16722721,-0.48496386,-0.0011222817,-0.1926694,-0.0016054116,-0.016180418,0.0038862927
FYB1,0.00039889023,0.017537447,0.38864905,-2.4059286,-0.098620206,-1.6217312,0.6028513,-0.8430879,0.6937992,-1.2657907,0.0060517937,-0.015624541,-0.7752871
DAB2,0.56858325,-1.5204092,-1.6726434,0.4061323,1.0833232,1.5669736,-1.6643822,0.046400234,-3.8841813,1.5473657,0.008825113,0.9080471,0.32782346
C7,-0.00673344,-1.6837734,0.37032488,-0.32299426,-0.3315502,0.0030260186,-1.0112329,0.33399573,-0.26991436,-0.44465914,0.07060828,-0.054687686,0.00054968015
SELENOP,0.18595646,-0.7132233,-2.0126827,0.20298228,0.9592208,1.1964763,-0.9315271,-0.217125,-5.661743,1.4489359,0.12619804,0.24761605,0.45532548
MTREX,-0.0031843309,0.2454065,-0.0032967047,0.31180277,-0.008501259,-0.053811602,-0.017255446,0.040715344,-0.001938279,0.018906958,-0.0005682981,-0.0021925953,-0.0016042002
MAP3K1,0.049948946,0.047773097,-0.123230934,-1.8280618,-0.013353049,0.26186287,-0.32316646,-0.3109663,-0.044091467,0.305762,3.4518907e-05,0.03372214,-0.03608182
GPBP1,-0.0011281009,0.18234412,-0.008769489,0.2975522,-0.0031739813,-0.15692364,0.08324461,-0.2097607,-0.0037010692,-0.060383413,-0.0005849556,0.0004846632,-0.012865361
PDE4D,-0.016055278,0.04652105,0.5932237,-1.0340829,-0.22441836,-1.133441,-0.15161192,-0.0104315225,0.08920117,-0.7756886,-0.0058106547,-0.04262724,-0.054748714
PPWD1,-0.0020263656,-0.04617416,-0.036746297,-1.4633545,0.11263572,-0.56520164,0.21184169,-0.14974317,0.004764367,0.05665797,-0.0042723166,-0.014781744,0.034505323
ERBIN,0.00072367245,-0.005726736,0.016064854,-1.0779135,-0.0069818725,0.12271363,0.2189215,-0.1501942,-0.00035272766,-0.02320461,-0.0009200476,-0.0047500925,0.0005705514
PIK3R1,-0.0071312636,-0.038770474,0.061068866,0.26696146,-0.9307125,-0.45748362,0.081466,0.43306303,0.030120427,-0.7303852,-0.0029771125,-0.0037450294,-0.07333687
NSA2,-0.010228053,0.04088489,0.24554545,-0.372552,-0.020577747,-0.5439616,-0.00034845844,-0.18938285,0.012872576,-0.10339377,-0.0015169253,-0.013479099,-0.0726724
AGGF1,0.034862556,-0.22011718,0.25237083,-1.2543076,-0.039486937,-0.8805155,0.17228346,-1.1713477,0.015066415,-0.14309905,-0.005899899,0.011560294,-0.22660877
TENT2,0.00076000456,0.046791818,0.010863203,-0.377033,0.000660708,-0.09749696,0.04962097,-0.051551,-0.0022303334,0.01512705,-0.00089610455,-0.0015961869,0.00047069864
COX7C,-0.0027627517,0.053499922,-0.20445387,-0.24344926,0.059560396,-0.06308818,0.41450438,0.15141036,-0.013528184,-0.023943799,-0.00076426205,0.0025785223,-0.018151306
ARRDC3,0.0010983226,0.07568552,-0.016159944,-0.3318585,-0.36578262,0.25638574,-0.061491013,-0.39260074,0.0144960135,-0.15579876,-0.0019904338,-0.0022704825,0.010220106
NR2F1,0.85146356,-1.2854129,-1.9649068,0.3814798,1.1770476,1.5160096,-1.1906828,-0.6078353,-5.240776,1.3283935,0.05249786,1.0623314,0.9383409
ELL2,0.0052161803,-0.37735727,-0.13275601,-0.04081107,0.020019691,-0.16061229,-0.44407782,0.62623566,-0.030389927,-0.086720966,0.0001288815,-0.013268925,0.23149288
CAST,0.003293692,0.03362497,-0.22183253,0.39646628,0.0013947252,0.44167617,-0.15183131,0.2767753,-0.040698037,0.20343909,-0.0035754873,0.009530339,0.001264128
LNPEP,-0.005390136,0.12620808,0.027729133,-0.4058218,0.044131167,-0.66747,0.51187015,-1.8106734,0.01542164,-0.20159453,-0.0028721332,0.002285044,-0.18354121
CHD1,0.0032227628,-0.037079904,-0.01498261,-0.83597296,-0.0113754105,0.01758998,0.045024484,-0.39449343,0.0031993387,0.03088183,-8.6004875e-05,0.0040908814,-0.009535095
ST8SIA4,0.004191327,0.24619393,-0.102198556,-1.4034863,-0.009401955,0.26446253,0.48818314,-0.33903915,-0.021040056,0.16653001,-0.0018337175,-0.00441585,0.027407967
PAM,0.02137243,-0.44494826,-0.59852815,0.8202414,0.51954395,0.9207228,-0.9054104,0.17841668,-0.4097203,0.42304695,0.0087904325,0.13903585,0.005044142
PJA2,-0.0018684552,0.10752275,0.030663498,-0.38323683,-0.018838683,-0.07043411,0.03217981,0.04681579,0.004952891,-0.016859774,-0.000998763,-0.0003187844,-0.0020424698
SRP19,0.00184774,0.20478332,-0.0035316818,0.034658264,-0.06335746,0.28894135,0.30828834,-0.7018431,-0.0031977696,-0.17678815,-2.3264156e-05,0.004945943,-0.054384492
REEP5,0.00753644,-0.030904101,-0.0653189,0.028582836,0.02477836,0.35727218,-0.23575468,0.27177694,-0.014578509,0.046368383,-0.0011035657,0.0028160329,0.024168873
YTHDC2,-0.01022309,0.21263528,0.16892907,-0.745982,-0.033490762,-0.5321279,0.34000793,-0.36030912,0.010789374,-0.66720355,0.004302185,-0.021919742,-0.095479295
TMED7,0.005614148,0.18450136,-0.16128813,0.8836509,-0.014401377,0.20626083,-0.5456919,-0.240437,-0.0076377355,-0.0018150846,-0.0015930443,-0.0022359088,0.008469506
SNX2,0.01771226,0.26750788,-0.21007171,-0.7167326,0.4718187,0.7925752,-0.51110613,-0.50558716,-0.20522961,0.65155864,-0.0055646375,0.08739788,-0.022921817
CDC42SE2,-0.00073090557,0.12136181,0.013946964,-1.5577364,-0.0025547156,-0.06474877,0.40893966,-0.08987859,0.0077570863,-0.07571383,-0.001035998,-0.0020811881,-0.011368142
RAPGEF6,-0.019414652,0.12779523,0.63931084,-1.3149793,-0.8301078,-1.0742811,0.83231205,-1.2830064,0.34813696,-1.1616092,0.0030104546,-0.020474037,-0.63490236
FNIP1,0.0007352218,-0.08467708,-0.0019795955,-1.0833054,0.013945241,0.0539798,0.04126858,0.2829608,-0.010452613,-0.03163779,0.0009879661,0.0015496045,0.0063822507
IRF1,-0.0011634305,0.039338402,-0.34713396,0.42055267,-0.021366226,-0.0074472856,0.31444663,0.13518398,-0.015838144,-0.16943237,0.00088837295,-0.006621702,-0.0002594224
AFF4,0.00016139442,-0.027836138,0.0020349273,0.016466921,-0.00085915416,0.04930439,-0.018643633,-0.04099918,-0.0033779538,0.009594897,0.00047790306,0.00070940936,0.0006596102
TCF7,-0.019192195,-0.33326972,0.4976173,-1.7815706,-0.2823405,-1.2368243,0.7043603,-1.4634254,0.50860983,-1.2255017,0.0047358656,-0.038757913,-0.24265234
UBE2B,0.002249194,0.06915498,-0.038467694,-0.38536218,-0.011668622,0.08992967,0.18814586,-0.5349058,-0.0076290625,-0.019763498,-0.00010577133,0.0044551417,0.0062791584
JADE2,-0.02494512,0.28560454,0.3229679,-1.6174451,-0.38978523,-0.39692858,0.36643544,-0.43699467,0.016443212,-0.6624945,0.0028583535,-0.036927287,-0.021396013
DDX46,0.0012307107,0.053385228,-0.017025204,-1.5190887,-0.020187344,-0.46679974,0.28469542,0.21553488,-0.012828101,-0.1799675,-0.00037304184,0.0022408399,-0.037982076
CXCL14,-0.0731304,0.53957635,-0.597824,1.2991741,-0.8923798,-0.6640609,-0.1792949,1.2347841,-0.093223974,-0.38508818,-0.007798201,-0.018246884,-0.15184754
HNRNPA0,-0.0031146042,-0.029818164,0.0077409334,-0.2652265,-0.0032859794,0.026722722,0.14452186,0.2019854,-0.0032933136,0.00924022,0.0014614415,-0.0004961882,-0.0112091955
FAM13B,0.0030806104,0.5124932,-0.07569527,-0.47821367,-0.034139562,-0.13193953,0.1602845,0.14214233,-0.016192311,-0.12108451,-0.001273231,0.009596992,0.0027602003
KDM3B,0.0044523957,0.19055098,0.015420686,0.075789094,-0.6929659,-0.21845151,-0.11893243,-0.045181006,-0.0007550358,-0.5791178,-0.00046926262,0.0021987958,-0.013703959
EGR1,-0.024650782,-1.1025407,-0.008002054,0.92448163,0.2326931,0.3496771,-0.87245756,0.64489746,-0.30913678,0.6577098,0.001212472,-0.12237066,0.08010259
MZB1,0.41436228,-0.64623445,0.19211075,0.32884324,0.14612013,0.15441434,-1.702604,0.10455374,-3.3485851,-0.704248,0.05611463,-1.0670042,1.651715
TMEM173,-0.0037214751,-0.77183217,0.023057371,-0.14899485,-0.24158317,0.48453972,0.08345122,0.52767706,-0.0036520641,0.12237488,-0.00438511,-0.008366638,-0.0216613
CXXC5,0.03299979,0.31341335,-0.4653243,-0.47352496,-0.106566064,-0.023136064,-1.3441145,0.60251224,-0.13691674,0.20791195,0.010057059,0.019015722,0.049752377
PURA,0.00038985125,-0.29084402,0.06487372,-0.4215539,0.07158367,-0.07054,-0.018146595,-0.8647966,-0.007554832,0.0058516175,-0.002941343,-0.005807587,-0.020319652
ANKHD1,-0.0014958867,-0.1116867,0.13019887,-0.18437386,0.057528235,-0.8614783,0.028435031,0.2677958,-0.002344033,-0.26584584,-0.00064161175,-0.002616429,-0.0021802508
CD14_RNA,0.07160111,0.032793198,-1.2151847,1.2772008,-0.28260666,1.0321031,-0.7806947,0.70623505,-1.4175624,0.58783615,-0.009204085,0.6033227,-0.06169451
NDUFA2,-0.0027168163,0.0046877167,-0.18936482,0.5646865,0.21270242,0.35903516,0.06775354,-0.5928183,-0.04575877,0.17812401,0.0003965811,0.00037501552,0.04188431
IK,-0.0035250955,0.10678768,-0.029707976,0.08642716,0.055404514,-0.5794637,0.32188854,-1.3733469,-0.005699127,-0.50780314,-9.213313e-05,0.0021065692,0.022815876
ZMAT2,-0.0029101253,0.04381569,-0.018442145,0.2710348,-0.05674472,-0.077503994,0.14580084,0.014272949,-0.0053651454,-0.0036938635,-0.00030025165,0.0024086826,-0.0067731133
TAF7,-0.0034487445,0.23726399,-0.0022303564,-0.4584944,0.002650049,0.07915542,0.17893991,-0.19501173,0.003706019,-0.17063995,-0.0011567916,-0.00013308,-0.015105867
DIAPH1,-0.00080181885,0.40296638,0.12103802,-1.3133113,-0.07003581,-0.2965957,0.5926703,-0.018732691,0.0044939048,-0.20737281,0.0011363853,0.016288847,-0.15008456
DELE1,0.0017582708,0.084011726,-0.025787733,-0.1322184,-0.0067725,0.23488432,0.11594657,-1.2010432,-0.0030235997,-0.100814424,-0.00065719185,0.011641709,-0.032944623
NDFIP1,-0.0011395542,-0.1003575,-0.036163405,-0.13779669,-0.022045167,0.19615209,0.25511923,0.35268173,-0.0011308547,-0.08912824,-0.00043889438,0.006398648,0.0113243
NR3C1,0.0024536343,0.08752152,0.0054361946,0.30551526,-0.01216619,-0.013466011,0.057402425,-0.67175776,-0.00256648,0.02792268,-0.00033549624,-0.0014132842,-0.003564365
TCERG1,-0.0071563064,0.2695746,-0.0023705103,-2.0774503,-0.059059497,-0.62370247,0.17005989,0.4126037,0.021057993,-0.2194183,0.0031279312,-0.0044776555,-0.036172308
CSF1R,0.018316988,-0.45369086,-0.14865513,-0.07332972,0.019997926,0.64984137,-0.84043473,0.018981727,-0.036448818,0.10150313,0.0033903196,0.1061985,-0.062701285
PDGFRB,-0.0069242236,-0.6232369,0.03304743,-0.0028335494,-0.07642988,-0.3393767,-1.0170417,1.2773197,-0.04723775,0.12498891,-0.0066164695,0.017434757,-0.09207809
CD74,-0.016216759,-0.18024202,0.011585106,-0.2684301,0.41646394,0.28321478,-0.30298847,0.25944108,-0.1920247,0.6824423,0.004109814,-0.38626805,0.16380231
GPX3,-0.054280456,-2.4996355,-0.19180876,1.8900543,-0.20581344,0.30622676,-2.2589676,0.73307014,-1.2390298,0.5999223,0.06459826,-0.014472454,-0.050894402
TNIP1,0.00045438576,0.06627205,-0.062109966,0.19784518,-0.013465022,0.094530776,-0.19095069,0.31445035,-0.0038226475,0.01804237,0.00012384198,0.00026140787,0.0002509862
ANXA6,-0.0033592088,0.0182378,-0.014818005,0.043100264,-0.0034477469,-0.5207294,0.31349683,-0.16049336,0.0020133052,-0.0921355,0.0006272314,-0.0016207704,0.00080154923
GM2A,0.003613271,0.94125116,-1.0534905,-0.95363283,-0.01907378,0.7415545,-0.37078497,-0.18798453,-0.19692662,0.23111244,0.0056105964,0.0060685645,-0.110311046
SPARC,-0.012655456,-0.0014846978,-0.5391853,1.3720802,-0.041156024,-0.36987713,-0.55376244,0.6895961,-0.04007056,-0.24962316,-0.0005023458,-0.012890521,0.017377945
GALNT10,0.0059551364,0.6204857,0.07202076,-0.37544158,-0.6432157,-0.052811515,0.022000482,-0.5261168,-0.013337193,-0.16166528,0.0011269916,0.009107712,-0.017310303
CNOT8,-0.0052524935,0.011351311,0.04608601,-0.05087588,-0.12046726,0.06469992,0.1316081,0.20632106,-0.008318388,-0.06570687,-0.00068932254,-0.00058201316,0.00032767857
TIMD4,0.16948901,-1.3399339,-0.696089,-1.6832242,0.98628783,1.1531227,-0.42867497,-1.3503633,-0.94132525,0.7151435,0.057889964,0.24323906,0.22338657
ITK,-0.022202322,-0.095824406,0.8341525,-2.0407655,-0.91219413,-1.2033894,0.8990843,-0.6787264,0.7354828,-1.3626828,0.004800477,-0.19951364,-0.16481957
CYFIP2,-0.011829484,0.5426824,0.05557723,-2.3456326,-0.1104224,-1.6445076,0.43757054,-0.8688711,0.07149884,-0.97474235,0.0009906741,-0.022053042,-0.11934984
ADAM19,0.00781847,0.6886866,-0.07604179,-1.7099721,-0.2118931,-0.56904334,0.15583415,0.18192539,-0.03460412,-1.1091973,0.0014155417,0.03552264,0.03787629
CLINT1,0.0013484035,0.13796106,-0.022625294,-0.5324714,0.0008403862,-0.2676427,-0.17743681,0.16995558,-0.0008195816,0.023247186,0.0003376344,-0.010441612,0.005361688
SLU7,0.003316617,-0.02063001,0.025916182,-0.13984558,-0.015844343,-0.008363438,0.12625307,-0.62827927,0.0030415945,-0.19539076,-0.0010612137,0.003295437,-0.027127633
MAT2B,-0.006629224,0.105623394,0.11097446,-0.86375517,-0.2591043,0.1336673,0.2738795,-0.31394762,0.018552413,-0.15768647,-0.004403352,-0.0061232806,-0.04279149
DOCK2,0.0058037317,0.42807928,0.08279652,-2.0100768,-0.034126345,-1.158551,0.41136426,-0.39192897,0.044530045,-0.6574666,-0.0022736713,-0.0013892568,-0.07510767
LCP2,0.019359704,-0.032471336,0.08991304,-2.1941636,-0.8530456,-0.6555443,0.71662366,0.20779304,0.13791263,-0.9524656,-0.00079582835,0.0018746693,-0.107149005
STK10,-0.022392694,0.33518344,0.15947568,-0.4813924,-0.11807145,-0.17433347,0.4891283,-1.4181095,0.050287824,-0.646045,-0.0020549623,-0.010090182,-0.035254598
DUSP1,-0.043484427,-1.2509904,-0.28140232,1.04561,0.03839769,0.9923113,-0.6072309,0.9211717,-0.28204826,0.62278473,-0.0005128527,0.0025660268,-0.1650312
CREBRF,0.0054699434,0.055271856,0.07007806,-0.39292055,-0.43404233,-0.48246765,0.0463255,-1.0324067,0.026817778,-0.8714487,0.000882756,0.0065914216,-0.055776644
CPEB4,0.007816936,-0.17617144,-0.12384498,-0.17790589,0.025088215,0.31150284,-0.825441,0.5284251,-0.025843928,-0.06821634,-0.003385546,-0.008198609,0.21280602
